"X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
309,1209447,"f",1,"within a day",1,"t",6,"House","Entire home/apt",2,2,3,3,"Real Bed",70,3,1125,"f","strict_14_with_grace_period",149,"f","f","f",16,0
3056,14387546,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",15,2,35,"f","flexible",99,"f","f","f",23,0
4747,20427308,"f",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Futon",20,1,14,"t","flexible",50,"f","f","f",61,0
302,1179538,"f",1,"within an hour",4,"t",4,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",100,1,1125,"f","strict_14_with_grace_period",200,"f","f","f",17,0
351,1508672,"f",0.92,"within an hour",51,"t",3,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",60,1,1125,"t","moderate",80,"f","f","f",18,0
3896,17907723,"t",1,"within a few hours",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",16,1,25,"f","moderate",74,"f","f","f",21,0
3498,16239307,"f",1,"within an hour",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",40,7,90,"f","strict_14_with_grace_period",40,"f","f","f",32,0
3577,16602889,"t",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",45,2,60,"f","flexible",65,"f","f","f",27,0
5732,22494869,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",65,3,21,"t","strict_14_with_grace_period",90,"f","f","f",52,0
5431,22067153,"t",1,"within an hour",3,"f",4,"Other","Private room",4,1,2,2,"Real Bed",69,1,1125,"t","flexible",99,"f","f","f",51,0
6634,25261563,"t",1,"within an hour",4,"f",14,"House","Entire home/apt",1,3,5,5,"Real Bed",200,1,1124,"t","strict_14_with_grace_period",550,"f","f","f",38,0
6487,24772580,"t",1,"within an hour",1,"t",4,"Condominium","Private room",1,1,1,1,"Real Bed",10,1,30,"t","strict_14_with_grace_period",48,"f","f","f",24,0
1967,9797545,"f",1,"within a few hours",3,"t",1,"House","Private room",1,1,1,1,"Real Bed",15,7,90,"f","moderate",25,"f","f","f",17,0
4852,20678870,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,2,1125,"f","strict_14_with_grace_period",175,"t","f","f",16,3
6023,23435452,"f",1,"within a day",1,"t",4,"House","Entire home/apt",1,1,2,2,"Real Bed",0,1,1125,"f","flexible",120,"f","f","f",16,0
5059,21177078,"f",0.5,"within a day",2,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",100,2,25,"f","moderate",100,"f","f","f",29,0
6520,24893539,"f",0.5,"within a day",1,"f",5,"House","Entire home/apt",5,2,3,3,"Real Bed",125,2,10,"f","strict_14_with_grace_period",325,"f","f","f",21,1
6604,25171976,"t",1,"within an hour",5,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",30,3,29,"t","moderate",79,"f","f","f",36,0
3334,15582249,"f",1,"within an hour",3,"f",2,"House","Private room",1,1,1,1,"Real Bed",10,2,1125,"t","moderate",105,"f","f","f",27,0
4183,18778749,"f",0.8,"within a day",3,"t",9,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",65,2,25,"f","moderate",290,"f","f","f",24,0
5201,21484178,"t",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1.5,2,2,"Real Bed",50,2,10,"t","moderate",150,"t","f","f",31,5
7395,28073851,"f",1,"within an hour",13,"t",2,"House","Private room",1,1,1,1,"Real Bed",20,1,30,"t","flexible",70,"f","t","f",20,0
8146,30952709,"t",1,"within an hour",11,"f",4,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",65,1,1125,"t","strict_14_with_grace_period",105,"t","f","f",19,5
8380,31955459,"f",1,"within an hour",12,"f",3,"Guest suite","Entire home/apt",3,1,2,2,"Real Bed",15,1,100,"t","flexible",10,"f","f","f",25,0
1062,5630783,"f",1,"within an hour",3,"t",4,"Guest suite","Entire home/apt",2,1,0,2,"Real Bed",75,2,28,"t","moderate",125,"f","f","f",36,0
7257,27554308,"f",1,"within an hour",3,"f",2,"House","Private room",1,1,1,1,"Real Bed",25,2,30,"t","flexible",62,"f","f","f",20,0
4153,18673495,"t",1,"within an hour",7,"t",6,"Apartment","Entire home/apt",11,1,2,4,"Real Bed",125,2,28,"t","strict_14_with_grace_period",325,"f","f","f",39,0
4419,19592594,"f",1,"within a few hours",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,2,1125,"f","moderate",76,"f","f","f",18,0
5963,23133750,"f",1,"within an hour",8,"f",2,"House","Private room",1,1,1,1,"Real Bed",35,2,1124,"f","moderate",40,"f","f","f",24,0
8327,31711259,"f",1,"within an hour",4,"t",6,"Apartment","Entire home/apt",2,1,2,3,"Real Bed",80,2,1125,"t","flexible",105,"f","f","f",19,0
2152,11047227,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",0,1,21,"f","strict_14_with_grace_period",100,"f","f","f",43,0
1641,8106157,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",2,1,1,0,"Real Bed",60,3,90,"f","moderate",100,"f","f","f",39,0
411,1764100,"f",0.92,"within an hour",51,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,1,365,"f","moderate",99,"f","f","f",32,0
510,2481869,"t",1,"within an hour",5,"t",4,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",50,1,365,"t","flexible",149,"f","f","f",39,1
5957,23124199,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",2,1,1,1,"Real Bed",0,1,30,"f","moderate",250,"f","f","f",37,0
202,704764,"t",1,"within an hour",1,"t",5,"Apartment","Entire home/apt",2,1,2,2,"Real Bed",85,1,20,"f","moderate",150,"f","f","f",49,1
8305,31647334,"f",1,"within a few hours",1,"t",4,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,4,1125,"t","moderate",101,"t","f","f",29,5
8028,30407187,"t",1,"within an hour",131,"f",3,"Serviced apartment","Entire home/apt",2,1,0,1,"Real Bed",75,2,1125,"t","moderate",99,"f","f","f",42,4
6690,25450282,"t",1,"within an hour",4,"t",6,"Townhouse","Entire home/apt",1,2.5,3,3,"Real Bed",295,3,1124,"t","strict_14_with_grace_period",468,"f","f","f",19,0
9,9909,"t",1,"within an hour",8,"f",7,"House","Entire home/apt",4,2,3,4,"Real Bed",150,3,120,"t","strict_14_with_grace_period",125,"f","f","f",43,0
870,4464110,"f",1,"within a day",1,"t",4,"House","Entire home/apt",1,1,1,2,"Real Bed",0,1,31,"f","flexible",89,"f","f","t",45,0
3216,15099021,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",25,2,1125,"f","moderate",100,"f","f","f",24,0
4837,20647832,"t",1,"within an hour",3,"f",5,"House","Entire home/apt",1,3,3,3,"Real Bed",140,3,1125,"f","moderate",250,"f","f","f",41,0
3463,16133111,"t",1,"within an hour",1,"t",2,"House","Private room",2,1,1,1,"Real Bed",20,2,1125,"f","moderate",67,"f","t","f",54,0
8262,31489880,"t",1,"within an hour",1,"t",6,"Townhouse","Entire home/apt",5,2.5,3,3,"Real Bed",95,1,1125,"f","strict_14_with_grace_period",215,"f","f","f",19,0
582,2986056,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,90,"f","strict_14_with_grace_period",38,"f","f","f",25,0
387,1618842,"t",1,"within an hour",3,"t",4,"Other","Entire home/apt",2,1,0,1,"Real Bed",50,2,29,"f","moderate",95,"f","f","f",45,0
2841,13732104,"t",1,"within a few hours",11,"f",8,"Serviced apartment","Entire home/apt",4,2,3,5,"Real Bed",115,2,1125,"f","strict_14_with_grace_period",349,"t","f","f",64,3
1345,7005538,"f",1,"within an hour",1,"t",10,"House","Entire home/apt",1,2,4,5,"Real Bed",300,5,7,"f","strict_14_with_grace_period",150,"f","f","f",28,0
2080,10497998,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",50,3,1123,"t","flexible",115,"f","f","f",23,0
7557,28589781,"t",1,"within a few hours",1,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",25,2,40,"f","moderate",89,"f","f","f",19,0
2256,11547278,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",25,0
4007,18291975,"f",1,"within an hour",1292,"f",5,"Apartment","Entire home/apt",5,2,2,3,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,"t","f","f",20,5
7202,27345031,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",199,"t","f","f",18,4
4356,19366629,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",50,2,28,"f","moderate",70,"f","f","f",27,0
4063,18444371,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,21,1125,"t","strict",159,"f","f","f",24,3
607,3143227,"t",1,"within an hour",4,"t",1,"House","Private room",1,2,1,1,"Real Bed",30,1,30,"f","moderate",52,"f","f","f",20,0
8277,31571665,"f",1,"within a few hours",1,"t",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",70,1,15,"f","flexible",100,"f","f","f",17,0
2298,11785399,"t",1,"within an hour",4,"t",2,"House","Private room",2,1,1,1,"Real Bed",20,1,4,"f","moderate",35,"f","f","f",26,0
1483,7561272,"f",1,"within an hour",123,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",50,"f","f","f",18,0
1646,8130467,"t",0.67,"within a few hours",1,"t",4,"House","Entire home/apt",4,1,1,3,"Real Bed",40,2,7,"f","strict_14_with_grace_period",98,"f","f","f",22,0
8415,32049415,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,"t","f","f",21,5
6097,23699817,"t",1,"within an hour",32,"f",12,"Townhouse","Entire home/apt",8,3.5,4,7,"Real Bed",150,1,365,"t","strict_14_with_grace_period",450,"f","f","f",29,0
3094,14590623,"f",1,"within an hour",6,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",35,1,30,"t","moderate",79,"t","f","f",32,3
2948,13994043,"t",1,"within an hour",4,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",55,1,1125,"t","moderate",119,"f","f","f",23,0
3435,16000099,"f",1,"within an hour",5,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,2,1125,"t","moderate",85,"f","f","f",30,0
7092,27020058,"t",0.95,"within an hour",3,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",70,2,1125,"t","moderate",160,"f","f","f",42,0
995,5160893,"t",1,"within an hour",2,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",10,1,14,"f","strict_14_with_grace_period",100,"f","f","f",22,0
3185,14947453,"t",1,"within an hour",1,"t",3,"House","Entire home/apt",2,1,0,3,"Real Bed",24,2,14,"t","moderate",79,"f","f","f",50,0
6619,25226896,"t",0.88,"within an hour",1,"t",1,"Other","Private room",1,1,1,1,"Real Bed",49,2,1125,"f","strict_14_with_grace_period",49,"f","f","f",42,1
6286,24152776,"f",1,"within an hour",3,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,2,32,"t","moderate",87,"t","f","f",31,3
5156,21388775,"f",0.99,"within an hour",647,"f",8,"House","Entire home/apt",1,2.5,3,4,"Real Bed",120,2,1125,"t","strict_14_with_grace_period",153,"f","f","f",41,0
2387,12249990,"t",1,"within an hour",4,"t",3,"House","Entire home/apt",1,1,0,2,"Real Bed",60,2,1125,"t","moderate",115,"f","f","f",30,0
4888,20796522,"t",1,"within an hour",1,"f",2,"House","Private room",2,1,1,1,"Real Bed",0,1,90,"f","flexible",10,"f","f","f",31,0
4130,18595563,"f",1,"within an hour",1,"t",4,"Condominium","Entire home/apt",2,1,1,2,"Real Bed",50,2,1125,"f","strict_14_with_grace_period",150,"t","f","f",34,5
5722,22452441,"t",1,"within an hour",1,"f",3,"House","Entire home/apt",2,1,2,2,"Real Bed",125,2,1125,"t","flexible",175,"f","f","f",25,0
3821,17666625,"f",1,"within an hour",1,"f",4,"House","Private room",1,1,2,2,"Real Bed",30,2,1125,"t","flexible",65,"f","f","f",20,0
5436,22089984,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",40,2,31,"t","moderate",100,"f","f","f",75,0
7540,28548914,"f",0.9,"within an hour",1,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",50,2,5,"f","moderate",50,"f","f","f",23,0
2372,12192162,"t",1,"within an hour",2,"t",4,"House","Entire home/apt",2,1,1,2,"Real Bed",20,1,14,"t","flexible",42,"f","f","f",44,0
4689,20266891,"f",0.99,"within an hour",152,"f",4,"Apartment","Entire home/apt",4,2,2,3,"Real Bed",175,4,1125,"t","strict_14_with_grace_period",499,"t","f","f",18,3
1981,9836113,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",23,0
2572,13042188,"t",1,"within an hour",4,"t",3,"Other","Private room",2,1.5,1,1,"Real Bed",25,2,25,"f","moderate",80,"f","f","f",30,0
2195,11237631,"t",1,"within an hour",3,"t",6,"Townhouse","Entire home/apt",1,2,3,4,"Real Bed",125,3,24,"f","moderate",245,"f","f","f",32,0
8118,30801156,"f",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",15,2,10,"t","flexible",60,"f","t","f",37,0
7939,30064070,"t",1,"within an hour",44,"t",12,"House","Entire home/apt",8,4,4,5,"Real Bed",200,5,1125,"t","strict_14_with_grace_period",1000,"f","f","f",41,0
8326,31700764,"f",1,"within an hour",50,"f",12,"House","Entire home/apt",12,2,4,6,"Real Bed",305,2,1125,"t","super_strict_30",170,"f","f","f",21,0
3431,15973665,"f",1,"within an hour",1,"t",5,"House","Entire home/apt",4,1,2,4,"Real Bed",50,2,1125,"t","strict_14_with_grace_period",135,"f","f","f",35,0
6895,26194842,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",80,1,1125,"f","strict_14_with_grace_period",199,"f","f","f",15,0
7897,29914151,"f",1,"within an hour",7,"f",5,"House","Entire home/apt",2,1,1,2,"Real Bed",55,1,1125,"t","strict_14_with_grace_period",75,"f","f","f",42,0
6235,24037284,"t",1,"within an hour",1,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",50,1,30,"f","moderate",110,"f","f","f",35,0
6065,23611082,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",50,1,1125,"t","moderate",75,"f","f","f",32,0
5180,21445291,"f",1,"within an hour",7,"t",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",150,1,89,"t","strict_14_with_grace_period",185,"f","f","f",37,2
549,2723368,"t",1,"within a few hours",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",15,1,1125,"f","flexible",55,"f","f","f",20,0
2395,12324854,"f",1,"within an hour",4,"t",6,"Apartment","Entire home/apt",1,1,2,4,"Real Bed",115,1,1125,"f","strict_14_with_grace_period",139,"f","f","f",30,0
6382,24524465,"f",1,"within a few hours",2,"t",4,"House","Entire home/apt",1,1,2,2,"Real Bed",120,2,1125,"f","moderate",189,"f","f","f",31,0
6425,24681175,"t",1,"within an hour",4,"f",10,"House","Entire home/apt",4,1.5,3,3,"Real Bed",125,1,1125,"t","flexible",89,"f","f","f",39,0
8068,30540247,"f",1,"within an hour",2,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",25,1,90,"f","flexible",120,"f","f","f",56,0
6231,24018328,"t",1,"within an hour",3,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",20,2,1125,"t","moderate",135,"t","f","f",19,5
2703,13379950,"t",1,"within an hour",1,"t",6,"Townhouse","Entire home/apt",1,3,3,3,"Real Bed",110,1,1125,"f","moderate",269,"f","f","f",45,0
983,5067177,"f",1,"within an hour",9,"f",1,"Townhouse","Private room",1,1,1,1,"Real Bed",0,30,120,"t","moderate",38,"f","f","f",36,0
915,4677524,"t",0.94,"within a few hours",6,"t",4,"Condominium","Entire home/apt",2,1,1,2,"Real Bed",125,3,365,"f","strict_14_with_grace_period",199,"t","f","f",25,5
3960,18137986,"f",0.6,"within a day",1,"f",1,"Townhouse","Private room",1,1,1,1,"Real Bed",50,5,120,"f","flexible",50,"f","f","f",13,0
314,1252740,"t",1,"within a few hours",1,"t",3,"House","Private room",2,1,1,1,"Real Bed",15,2,21,"f","flexible",89,"f","f","f",43,0
6813,25944791,"f",0.98,"within an hour",61,"f",6,"Condominium","Entire home/apt",2,1.5,2,3,"Real Bed",200,7,29,"f","strict_14_with_grace_period",395,"t","f","f",40,5
5072,21205931,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",35,2,28,"f","moderate",90,"f","f","f",38,0
6628,25239084,"f",1,"within an hour",123,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,1,21,"t","strict_14_with_grace_period",120,"f","f","f",25,4
1415,7285916,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",35,2,1125,"t","moderate",145,"f","f","f",44,0
6442,24700100,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",150,"f","f","f",35,2
5280,21665277,"f",1,"within an hour",1,"f",4,"House","Entire home/apt",2,1,0,2,"Real Bed",25,1,10,"f","moderate",88,"f","f","f",27,0
4464,19738365,"f",0.86,"within an hour",3,"f",1,"House","Private room",1,3,1,1,"Real Bed",60,10,30,"f","strict_14_with_grace_period",20,"f","f","f",46,0
4818,20606638,"f",1,"within a few hours",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",0,5,1125,"t","flexible",137,"f","f","f",17,0
7764,29359904,"f",1,"within an hour",123,"f",5,"Apartment","Entire home/apt",1,1,0,3,"Real Bed",40,1,14,"t","strict_14_with_grace_period",100,"t","f","f",11,3
5299,21699076,"t",1,"within an hour",2,"f",6,"Apartment","Entire home/apt",1,1.5,2,9,"Real Bed",80,1,15,"t","strict_14_with_grace_period",180,"t","f","f",61,4
7404,28106693,"t",1,"within an hour",2,"t",3,"Condominium","Entire home/apt",2,1,1,2,"Real Bed",100,3,1125,"f","moderate",150,"t","f","f",49,5
2367,12170734,"t",1,"within an hour",1,"t",9,"House","Entire home/apt",1,1,4,6,"Real Bed",100,2,1125,"t","moderate",225,"f","f","f",35,1
3626,16778611,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,2,28,"t","flexible",48,"f","f","f",29,0
1633,8081658,"t",1,"within an hour",6,"t",6,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",85,2,180,"f","strict_14_with_grace_period",175,"f","f","f",23,0
7095,27023519,"t",1,"within a few hours",1,"f",2,"Other","Entire home/apt",1,1,1,1,"Real Bed",50,1,10,"f","moderate",180,"t","f","f",20,3
4476,19769108,"t",1,"within an hour",1,"t",1,"Apartment","Private room",1,1,1,1,"Real Bed",25,1,14,"f","strict_14_with_grace_period",69,"t","f","f",35,3
899,4607830,"f",1,"within an hour",6,"f",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",30,1,32,"t","moderate",107,"t","f","f",33,2
8429,32089463,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",130,2,14,"t","moderate",175,"t","f","f",22,5
6248,24081619,"f",0.9,"within an hour",3,"f",6,"Guest suite","Entire home/apt",4,1,2,4,"Real Bed",65,1,1125,"t","moderate",130,"f","f","f",38,0
1665,8194782,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",50,2,21,"f","moderate",99,"f","f","f",32,0
1098,5883409,"f",0.92,"within an hour",51,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",60,1,1125,"f","moderate",93,"f","f","f",40,0
4875,20750562,"f",0.97,"within an hour",14,"t",16,"House","Entire home/apt",13,3,5,10,"Real Bed",100,1,1125,"t","strict_14_with_grace_period",300,"f","f","f",40,0
6811,25918552,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",15,2,30,"f","flexible",83,"f","f","f",33,0
7364,27960420,"t",1,"within an hour",1,"f",2,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",75,1,1124,"t","strict_14_with_grace_period",149,"t","f","f",26,5
6606,25187043,"t",1,"within a day",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",30,2,1125,"t","moderate",75,"f","f","f",26,0
7432,28226867,"t",1,"within an hour",2,"f",3,"Apartment","Private room",2,1,1,1,"Real Bed",60,1,1125,"t","moderate",150,"t","f","f",45,4
761,3889330,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,90,"t","strict_14_with_grace_period",37,"f","f","f",25,0
8213,31312924,"f",0.98,"within an hour",20,"f",4,"House","Entire home/apt",1,2.5,2,3,"Real Bed",180,2,28,"t","strict_14_with_grace_period",284,"f","f","f",35,0
2698,13368559,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",65,2,21,"t","moderate",125,"f","f","f",22,0
3918,17991516,"f",0.86,"within an hour",9,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",45,3,29,"t","moderate",135,"f","f","f",22,0
8005,30320804,"f",1,"within an hour",1,"f",4,"House","Entire home/apt",1,1.5,2,2,"Real Bed",70,2,30,"t","moderate",120,"f","f","f",36,0
7240,27492345,"t",1,"within an hour",2,"f",3,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,5,1125,"t","strict_14_with_grace_period",195,"t","f","f",26,4
3943,18075421,"f",1,"within an hour",2,"t",6,"House","Entire home/apt",1,1,3,4,"Real Bed",40,2,20,"f","moderate",270,"f","f","f",25,0
1317,6882211,"f",1,"within a few hours",3,"t",3,"House","Entire home/apt",2,1,1,1,"Real Bed",75,1,30,"f","strict_14_with_grace_period",130,"f","f","f",22,1
1350,7013085,"f",1,"within a day",4,"t",4,"House","Entire home/apt",4,1,2,2,"Real Bed",35,2,1125,"f","strict_14_with_grace_period",99,"f","f","f",19,0
123,370361,"t",1,"within an hour",2,"t",2,"House","Private room",2,1,1,1,"Real Bed",50,3,30,"f","moderate",85,"f","f","f",28,0
5158,21397136,"f",1,"within an hour",7,"f",8,"Guest suite","Entire home/apt",1,1,1,6,"Real Bed",77,1,28,"f","strict_14_with_grace_period",1000,"f","f","f",39,0
7734,29245842,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,28,1125,"f","strict_14_with_grace_period",149,"t","f","f",18,3
904,4629020,"f",1,"within an hour",15,"t",6,"House","Entire home/apt",3,1,4,5,"Real Bed",200,5,1125,"f","strict_14_with_grace_period",159,"f","f","f",31,0
1601,7952930,"f",1,"within a few hours",1,"f",4,"House","Entire home/apt",1,1,2,2,"Real Bed",20,2,15,"t","flexible",80,"f","f","f",24,0
